Id,SalePrice
1739,281126.9721
1740,201254.4645
1741,190044.1966
1742,173570.043
1743,177183.5231
1744,318068.145
1745,231457.6025
1746,262478.305
1747,224277.2833
1748,200630.4532
1749,163079.9754
1750,154235.6424
1751,239811.55
1752,126616.5491
1753,139272.5693
1754,220632.715
1755,166324.5729
1756,122932.9368
1757,120941.357
1758,159351.4325
1759,161752.547
1760,154093.8757
1761,160546.6595
1762,167410.0921
1763,179519.7491
1764,119581.2834
1765,173789.1155
1766,171585.588
1767,202999.6979
1768,139852.0504
1769,159524.429
1770,141687.3002
1771,128543.1261
1772,133089.7392
1773,135282.7426
1774,134262.0775
1775,132829.9674
1776,120645.485
1777,112258.5457
1778,129533.5837
1779,116866.5918
1780,170581.6194
1781,126666.7631
1782,100824.725
1783,132125.4
1784,100870.7417
1785,116766.2292
1786,147857.7472
1787,170215.18
1788,58657
1789,110379.7465
1790,84674.56327
1791,192797.1306
1792,150657.3919
1793,151031.9163
1794,142068.906
1795,138187.0461
1796,119463.6243
1797,131362.3708
1798,121138.6508
1799,110888.5484
1800,127767.3329
1801,122266.1012
1802,160448.8657
1803,151962.9063
1804,141693.0461
1805,140569.1601
1806,129615.2616
1807,174684.9918
1808,114937.6425
1809,126127.9447
1810,153402.0122
1811,111541.232
1812,119696.8883
1813,128393.8606
1814,100464.6587
1815,74996.1875
1816,94611.10566
1817,117848.4682
1818,155049.0152
1819,122494.8605
1820,78249.12777
1821,132158.7837
1822,155622.9283
1823,65171.47619
1824,139773.7264
1825,142541.6063
1826,105624.5479
1827,112872.448
1828,143418.2133
1829,118336.1863
1830,156754.3219
1831,176484.275
1832,127257.4625
1833,169879.605
1834,138899.0014
1835,172340.795
1836,139207.6441
1837,96608.00916
1838,140180.5229
1839,88066.27
1840,165444.761
1841,151255.0557
1842,102128.3824
1843,144710.0066
1844,139367.8595
1845,141766.2312
1846,152047.6597
1847,152444.459
1848,62123.5
1849,112767.4939
1850,124593.9018
1851,157011.571
1852,134539.6973
1853,144915.787
1854,163577.0235
1855,157447.6949
1856,230404.1977
1857,143844.085
1858,142609.9399
1859,125945.3108
1860,161045.5952
1861,126690.8439
1862,284914.78
1863,284914.78
1864,284914.78
1865,333131.485
1866,343039.955
1867,247295.2244
1868,352214.005
1869,216954.4343
1870,271557.927
1871,254599.46
1872,172734.9241
1873,229380.9163
1874,141297.6561
1875,216603.5267
1876,203992.9962
1877,220173.899
1878,213732.0989
1879,132928.8472
1880,137395.6428
1881,238842.707
1882,262361.4494
1883,208772.0102
1884,228282.782
1885,257163.4805
1886,322530.39
1887,201344.6543
1888,311999.4143
1889,168950.8727
1890,137051.4788
1891,148241.0371
1892,112623.3784
1893,148141.6964
1894,119420.0887
1895,154789.1025
1896,124643.1109
1897,122974.4392
1898,113785.3064
1899,133823.6337
1900,140901.2846
1901,159051.3956
1902,142020.189
1903,216738.245
1904,134319.9339
1905,168616.3422
1906,148853.8825
1907,195797.025
1908,127025.3583
1909,146266.02
1910,137162.072
1911,193906.482
1912,294589.585
1913,151335.0383
1914,75043.32966
1915,349954.4
1916,80579.92381
1917,269211.3532
1918,139000.7695
1919,162322.1939
1920,141673.2204
1921,420823.265
1922,333546.715
1923,206381.834
1924,225993.8032
1925,231918.5664
1926,387337.695
1927,136207.7807
1928,164906.0259
1929,122404.4784
1930,135945.2755
1931,142617.3274
1932,138448.2473
1933,173017.8979
1934,182884.1324
1935,182525.2531
1936,192083.5673
1937,183555.7571
1938,162515.6707
1939,258660.5346
1940,211215.2602
1941,180261.8433
1942,193910.3653
1943,211291.3782
1944,324851.185
1945,362229.165
1946,158364.6145
1947,327029.29
1948,174106.5456
1949,238432.3691
1950,181088.8514
1951,292390.81
1952,238155.915
1953,165360.5449
1954,204383.6667
1955,125675.9828
1956,265353.155
1957,164996.9952
1958,313350.5688
1959,137527.2792
1960,113374.3155
1961,122249.6373
1962,102505.002
1963,113183.7256
1964,122546.5764
1965,168976.8712
1966,150026.7387
1967,304859.295
1968,430420.955
1969,381487.005
1970,435322.975
1971,441828.84
1972,368700.8038
1973,285831.0199
1974,331600.6826
1975,430544.355
1976,275134.4731
1977,383022.87
1978,370514.375
1979,345192.95
1980,190531.9163
1981,360443.025
1982,274661.9983
1983,228084.0217
1984,187627.6087
1985,214854.9815
1986,209344.9675
1987,204333.2827
1988,178062.2063
1989,215361.3991
1990,232716.5367
1991,220417.3791
1992,218636.4262
1993,179339.2619
1994,250551.63
1995,186780.0357
1996,254310.095
1997,324077.6088
1998,364567.705
1999,259150.1033
2000,297535.42
2001,266865.82
2002,227476.0482
2003,258818.4051
2004,270698.8375
2005,248225.3183
2006,239969.6667
2007,250446.9054
2008,210519.1038
2009,194297.9231
2010,194517.4091
2011,152537.54
2012,202643.6721
2013,187308.7407
2014,201802.7343
2015,200935.0704
2016,202330.8746
2017,213013.272
2018,125132.4794
2019,136359.1199
2020,129643.1797
2021,120181.8947
2022,170570.2518
2023,152035.1637
2024,236869.8
2025,384601.47
2026,185386.386
2027,157038.025
2028,179431.4088
2029,173984.8743
2030,287033.035
2031,262580.2504
2032,282952.1988
2033,277630.3633
2034,163592.4866
2035,206642.4881
2036,218421.3315
2037,225759.9115
2038,317526.81
2039,210526.4208
2040,371995.155
2041,300262.055
2042,221358.6156
2043,172907.4275
2044,188686.5537
2045,205652.4263
2046,135136.1758
2047,153123.1922
2048,140370.0604
2049,130806.0586
2050,174747.631
2051,105994.3598
2052,130740.8427
2053,143736.5714
2054,87620.14665
2055,159898.3218
2056,128772.2862
2057,128667.9408
2058,209937.3538
2059,145163.7148
2060,175080.5867
2061,172346.6508
2062,135513.8269
2063,112265.7209
2064,132356.2637
2065,127569.0597
2066,179265.5568
2067,144980.5847
2068,132487.0858
2069,95643.06007
2070,108524.9461
2071,91167.73333
2072,147412.0765
2073,139011.8033
2074,175749.1354
2075,143075.6527
2076,125115.2469
2077,135808.65
2078,133847.7853
2079,142116.503
2080,117686.0208
2081,125073.8215
2082,123014.7237
2083,141779.9169
2084,108260.9518
2085,134667.7493
2086,139884.3033
2087,123826.3281
2088,122244.6123
2089,91598.89919
2090,139280.0645
2091,122313.267
2092,133468.0664
2093,148218.6898
2094,135977.5033
2095,172006.7968
2096,95843.98029
2097,98804.78573
2098,158643.6902
2099,74740
2100,115039.4848
2101,133106.9963
2102,149687.44
2103,106887.5821
2104,134973.707
2105,132563.7089
2106,103610.669
2107,244088.215
2108,120265.9811
2109,119080.4764
2110,130211.7748
2111,160037.1267
2112,140395.8761
2113,127717.7631
2114,111942.8064
2115,164891.4739
2116,118680.1793
2117,158964.6755
2118,131972.7953
2119,111130.5607
2120,113681.3741
2121,114993.8346
2122,107637.6999
2123,100115.4658
2124,194762.445
2125,133644.9201
2126,166008.3824
2127,163879.5282
2128,139749.5154
2129,96648.66121
2130,150047.0054
2131,185634.5318
2132,116004.632
2133,119670.3982
2134,122091.9775
2135,102412.2177
2136,88809.69576
2137,126737.4844
2138,138156.7101
2139,148825.2524
2140,142574.4862
2141,142756.1697
2142,139438.3281
2143,149754.8089
2144,125795.0786
2145,140421.4789
2146,151182.9819
2147,165429.1582
2148,130884.0842
2149,137020.9489
2150,209816.8614
2151,130020.2615
2152,174999.9469
2153,167476.2236
2154,118366.2269
2155,130283.2669
2156,243686.8138
2157,236303.5463
2158,236701.0759
2159,222585.3986
2160,178061.1289
2161,255202.5232
2162,446850.65
2163,348143.495
2164,260298.6274
2165,173407.6386
2166,148674.1683
2167,208563.3808
2168,211467.2235
2169,205239.8707
2170,230333.0484
2171,149556.6012
2172,145489.3365
2173,155003.3333
2174,252960.6222
2175,313047.6738
2176,336033.425
2177,272162.0471
2178,223660.8013
2179,143449.6092
2180,207187.0076
2181,203133.6208
2182,229469.7629
2183,219343.3262
2184,142324.5982
2185,137240.7137
2186,161323.38
2187,157303.4175
2188,161310.6544
2189,164110.452
2190,92140.14549
2191,91815.64549
2192,100946.4166
2193,99376.07
2194,98344.81141
2195,117897.1709
2196,102426.3334
2197,115991.0304
2198,154452.056
2199,183580.2
2200,120935.1077
2201,127936.934
2202,208587.0833
2203,163601.1944
2204,171204.5014
2205,115987.5425
2206,135544.8103
2207,219611.94
2208,226971.5431
2209,174229.9172
2210,134507.2893
2211,113921.7998
2212,115089.4199
2213,97913.77414
2214,147088.7629
2215,104249.6044
2216,156258.1556
2217,78418.25
2218,104672.8129
2219,100346.3583
2220,80664.77435
2221,350285.02
2222,240343.2752
2223,255054.6533
2224,218832.2498
2225,136005.7051
2226,180830.1136
2227,208345.8271
2228,297107.6331
2229,251941.8603
2230,159092.4186
2231,217384.9309
2232,178523.8767
2233,180029.4321
2234,257829.3246
2235,214649.7833
2236,306655.06
2237,379905.62
2238,202031.0054
2239,122908.2717
2240,172654.8905
2241,143187.4388
2242,147311.9149
2243,148368.5558
2244,111547.8507
2245,100854.1874
2246,143737.864
2247,111361.1319
2248,126302.083
2249,131107.1237
2250,139550.1079
2251,117291.6036
2252,177203.6597
2253,170741.3959
2254,186894.8524
2255,208501.6072
2256,176718.7695
2257,197525.7635
2258,174459.6611
2259,181634.0913
2260,153369.07
2261,188144.8752
2262,229967.0344
2263,347346.56
2264,436588.91
2265,165690.9578
2266,294643.8
2267,369974.1
2268,368222.4733
2269,165113.8932
2270,180725.1886
2271,242470.41
2272,204453.625
2273,171732.1028
2274,178746.0382
2275,176980.513
2276,158816.3047
2277,186830.6232
2278,160833.6622
2279,125982.5872
2280,111388.8138
2281,182073.4146
2282,191662.91
2283,106629.0536
2284,118289.351
2285,150642.7643
2286,132261.2231
2287,346521.77
2288,262698.1555
2289,385575.075
2290,436121.955
2291,331534.895
2292,403824.025
2293,473125.305
2294,397880.52
2295,443681.58
2296,283668.3363
2297,322307.765
2298,323404.28
2299,383685.55
2300,332837.4538
2301,284461.74
2302,240138.327
2303,237794.807
2304,251875.3516
2305,190432.0673
2306,191336.4431
2307,192852.3279
2308,229441.9452
2309,286429.2833
2310,221434.7703
2311,201505.6718
2312,166840.4676
2313,176679.5065
2314,179146.1569
2315,173786.8991
2316,169963.0041
2317,188016.3949
2318,174844.4319
2319,186352.3535
2320,206818.3718
2321,272812.0087
2322,200540.6771
2323,184302.2899
2324,175447.7288
2325,221690.9506
2326,174132.0725
2327,221980.2414
2328,235101.559
2329,190254.7853
2330,186315.1135
2331,371066.7593
2332,395480.4983
2333,341619.245
2334,263861.3988
2335,264080.6867
2336,342460.395
2337,215636.1244
2338,296630.9952
2339,231150.9581
2340,402184.92
2341,220090.8533
2342,243628.3902
2343,232250.3592
2344,247874.9772
2345,251042.5638
2346,230105.13
2347,223244.2079
2348,240098.2636
2349,146016.6
2350,296664.235
2351,269887.475
2352,246600.9217
2353,220015.4296
2354,126871.24
2355,151650.0588
2356,155942.1761
2357,222128.6926
2358,203183.0887
2359,136518.6482
2360,124798.324
2361,147390.7215
2362,266428.5038
2363,147194.7872
2364,160464.4957
2365,265590.0872
2366,204542.2247
2367,228739.0175
2368,211297.673
2369,227997.1603
2370,174003.5513
2371,171520.7169
2372,184717.7256
2373,280669.5625
2374,309473.515
2375,233968.5531
2376,287881.85
2377,351670.13
2378,142166.1018
2379,203149.34
2380,151973.6066
2381,158872.9792
2382,190720.2696
2383,210522.4164
2384,254683.8856
2385,155890.0785
2386,140017.8039
2387,138807.4533
2388,104859.8069
2389,129634.3532
2390,133967.5156
2391,139226.4539
2392,112705.3338
2393,161989.9085
2394,147877.3119
2395,190221.2715
2396,146382.9646
2397,204990.9998
2398,123716.4077
2399,67018.5
2400,62618.5
2401,119842.039
2402,131312.0208
2403,128573.0196
2404,146293.5783
2405,156869.5346
2406,140673.5171
2407,129359.6207
2408,144831.4311
2409,135703.2006
2410,183688.1454
2411,123943.8141
2412,158443.754
2413,123382.9035
2414,131751.4251
2415,125615.0472
2416,126839.973
2417,129434.3833
2418,118082.5824
2419,126233.4406
2420,131554.7306
2421,161866.498
2422,115044.5344
2423,122282.5719
2424,152679.2215
2425,153651.1661
2426,132336.9436
2427,129510.1209
2428,169201.6417
2429,115621.8602
2430,138566.9862
2431,126117.9895
2432,140869.667
2433,140641.9644
2434,140045.0957
2435,157995.8436
2436,106847.7933
2437,114713.5069
2438,132325.2631
2439,116472.4622
2440,127325.2417
2441,118737.4
2442,112444.1107
2443,120847.3918
2444,126575.2824
2445,101500.9916
2446,111202.446
2447,211689.6416
2448,152135.7595
2449,117664.9101
2450,161173.9935
2451,136704.4914
2452,206114.4457
2453,99492.42712
2454,131983.6179
2455,117022.9671
2456,143396.3541
2457,124319.736
2458,114134.0789
2459,114118.6452
2460,155910.9866
2461,116005.3405
2462,139408.4935
2463,112526.3801
2464,173681.5697
2465,147219.0824
2466,118548.4482
2467,153326.5398
2468,102888.1049
2469,109576.0743
2470,187339.3642
2471,205685.615
2472,192382.8225
2473,121580.5701
2474,108588.6347
2475,220940.545
2476,121388.4591
2477,132012.1257
2478,167379.1387
2479,129993.1746
2480,136752.1335
2481,138789.2785
2482,138072.2378
2483,116547.6676
2484,124283.7424
2485,120841.1129
2486,151495.434
2487,167163.69
2488,149260.5617
2489,154895.4293
2490,143419.8924
2491,99253.36971
2492,183626.7578
2493,141079.6192
2494,157248.6921
2495,102008.6662
2496,215330.775
2497,153163.3449
2498,118403.07
2499,106260.2749
2500,141376.2506
2501,133903.2532
2502,159709.7678
2503,111089.2403
2504,180295.4556
2505,222705.496
2506,261609.1094
2507,331953.4983
2508,257503.0482
2509,230488.2681
2510,233725.3859
2511,190151.7471
2512,229309.1706
2513,224880.6594
2514,233905.6567
2515,149379.4017
2516,158170.362
2517,137915.6473
2518,143739.1463
2519,230054.4861
2520,205095.1734
2521,207477.5718
2522,235494.7465
2523,132803.5607
2524,145971.5987
2525,148099.5736
2526,147021.7362
2527,121110.0502
2528,127408.6151
2529,137375.1886
2530,117994.1091
2531,248663.2375
2532,233180.9672
2533,213671.359
2534,238779.5344
2535,323376.7708
2536,237199.3076
2537,256086.4563
2538,195213.9376
2539,194782.7682
2540,185916.5169
2541,180753.8371
2542,160836.4088
2543,134135.6374
2544,137705.7281
2545,136420.7478
2546,138239.1261
2547,147566.3133
2548,157959.2132
2549,167760.662
2550,367218.265
2551,150363.1916
2552,124675.2236
2553,89129.25
2554,118200.225
2555,105905.2443
2556,102427.9298
2557,118536.3122
2558,160192.606
2559,132808.3127
2560,125583.4354
2561,132768.3217
2562,141989.8157
2563,149247.7852
2564,171686.0843
2565,119244.8882
2566,134432.8701
2567,142142.8735
2568,177814.6806
2569,185051.5053
2570,132603.4721
2571,143208.3238
2572,191389.4224
2573,223634.1383
2574,305067.195
2575,135300.6175
2576,133022.3866
2577,158134.4335
2578,97248.41122
2579,80964.83018
2580,128841.1021
2581,141755.7158
2582,127887.3048
2583,307468.925
2584,171306.2939
2585,187802.36
2586,209151.0663
2587,214671.5777
2588,146109.5591
2589,150865.2529
2590,227034.0309
2591,199670.6278
2592,233723.1272
2593,264788.005
2594,180091.0481
2595,221684.7445
2596,340112.425
2597,186754.0175
2598,274530.74
2599,342898.1333
2600,164921.425
2601,136748.7852
2602,98201.46011
2603,99214.465
2604,96311.7766
2605,108199.4278
2606,147343.0958
2607,173566.0182
2608,202403.325
2609,168710.2585
2610,110004.1311
2611,147363.3817
2612,153928.5297
2613,127558.1107
2614,132021.683
2615,147243.3157
2616,140315.4154
2617,177011.4008
2618,177866.8768
2619,206559.1675
2620,188783.3556
2621,184173.183
2622,189554.8802
2623,253197.9834
2624,298981.6
2625,328692.86
2626,169487.8158
2627,188086.2938
2628,412189.25
2629,433202.195
2630,332710.62
2631,424091.35
2632,390753.97
2633,320566.165
2634,383826.555
2635,153425.5237
2636,191545.3828
2637,164157.6658
2638,262788.3267
2639,187536.9732
2640,152024.5271
2641,116568.8121
2642,206774.0234
2643,117025.506
2644,152861.4845
2645,101653.6281
2646,99886.1668
2647,113951.95
2648,150860.4683
2649,146935.5488
2650,143457.7535
2651,172258.6468
2652,432859.205
2653,250015.9351
2654,249653.1993
2655,377780.12
2656,314278.8338
2657,334586.845
2658,288150.52
2659,316497.23
2660,357516.3876
2661,346554.915
2662,350944.665
2663,295049.2322
2664,281635.37
2665,315729.6838
2666,295509.02
2667,174598.5596
2668,179604.0505
2669,181579.006
2670,284727.8513
2671,179797.4015
2672,190161.1223
2673,215025.3797
2674,212712.6184
2675,180351.0067
2676,192576.9762
2677,209157.9291
2678,292151.39
2679,283868.2472
2680,268826.7049
2681,401158.065
2682,323164.815
2683,471768.46
2684,300010.575
2685,343659.36
2686,266302.1753
2687,358388.655
2688,226898.6615
2689,222615.3493
2690,475968.065
2691,192888.5069
2692,145079.555
2693,192821.2055
2694,141591.155
2695,213909.3461
2696,188309.3212
2697,194581.0121
2698,207322.94
2699,191569.3362
2700,174995.6795
2701,159811.64
2702,131537.284
2703,171590.5677
2704,147879.6981
2705,128634.3631
2706,117451.3482
2707,126014.6031
2708,134966.5686
2709,113393.4595
2710,128826.685
2711,280407.9417
2712,363610.315
2713,181727.5985
2714,158095.9997
2715,170020.7502
2716,150907.9634
2717,179602.0597
2718,229142.6181
2719,154899.7906
2720,156371.7014
2721,150900.2586
2722,168159.4583
2723,149277.2007
2724,130915.669
2725,141395.9055
2726,146447.8877
2727,180646.6269
2728,167055.5909
2729,158350.8213
2730,133049.8835
2731,115144.8785
2732,118918.3385
2733,165880.3533
2734,151931.3244
2735,135705.3654
2736,142909.0881
2737,123353.4297
2738,135319.125
2739,163427.0742
2740,139956.4119
2741,151402.7233
2742,153779.901
2743,155122.6745
2744,148591.16
2745,139745.4234
2746,132019.9409
2747,159025.1331
2748,124594.7871
2749,132525.364
2750,128150.3827
2751,130357.3353
2752,208946.5332
2753,153069.8881
2754,195286.5
2755,127511.6779
2756,94153.43993
2757,85572.91667
2758,84344.33333
2759,168133.1088
2760,140480.1969
2761,150952.0423
2762,152367.8103
2763,216680.1924
2764,162660.369
2765,278722.86
2766,145876.1177
2767,98098.50379
2768,119794.458
2769,141082.5834
2770,155751.0042
2771,116879.9004
2772,123611.3058
2773,128611.476
2774,137044.7763
2775,141984.7932
2776,149217.2096
2777,163666.0013
2778,125116.2
2779,119085.9793
2780,117105.2807
2781,106036.4551
2782,99457.72392
2783,103903.5059
2784,133451.654
2785,135528.401
2786,69184.5
2787,118042.1621
2788,88407.46322
2789,227278.7744
2790,93204.30917
2791,125771.9525
2792,97372.275
2793,152428.0104
2794,104463.8737
2795,117382.0401
2796,102469.8984
2797,186493.482
2798,121274.4167
2799,114373.4242
2800,90843.11992
2801,113173.4495
2802,140657.1403
2803,161682.6431
2804,147375.5911
2805,105951.6907
2806,108509.03
2807,149729.6225
2808,148905.9087
2809,125052.4505
2810,141983.619
2811,157459.0651
2812,150312.6651
2813,168268.7068
2814,180448.3261
2815,110410.5223
2816,232919.8142
2817,139939.2891
2818,125418.6611
2819,191086.6046
2820,148553.9568
2821,122915.5056
2822,180396.6198
2823,234754.195
2824,178874.4949
2825,155304.188
2826,132522.0075
2827,144688.8756
2828,215050.6115
2829,179591.1648
2830,239859.9741
2831,191269.088
2832,233246.375
2833,293755.3025
2834,236451.1399
2835,223265.4302
2836,200875.8963
2837,172556.5989
2838,149321.8174
2839,182847.3362
2840,203378.1016
2841,209821.4257
2842,234936.733
2843,155663.8399
2844,166552.1975
2845,125594.7103
2846,219082.1006
2847,203861.5321
2848,234953.0911
2849,215778.9189
2850,293794.6538
2851,237111.5527
2852,230449.4477
2853,233712.1982
2854,142494.6094
2855,202881.9446
2856,219748.3306
2857,202716.6051
2858,200162.2081
2859,130238.7683
2860,125097.4962
2861,144355.1615
2862,215624.9899
2863,124369.3262
2864,269524.1871
2865,148706.0371
2866,185176.2282
2867,100470.3925
2868,135995.5043
2869,117695.5246
2870,157258.0059
2871,118347.925
2872,69885.5
2873,113915.7714
2874,144925.7516
2875,137959.7394
2876,166299.5583
2877,150357.2392
2878,148174.92
2879,152857.6105
2880,116713.023
2881,143398.8528
2882,159346.5753
2883,170796.7079
2884,168707.6675
2885,165492.4596
2886,185335.9861
2887,112729.6549
2888,127052.1483
2889,63720.25
2890,80052.79545
2891,134793.9834
2892,72375.08333
2893,107915.673
2894,57322.55952
2895,324794.595
2896,316033.075
2897,196157.9689
2898,163355.8158
2899,233364.3974
2900,158682.2921
2901,183657.1998
2902,184972.8393
2903,371874.415
2904,361145.52
2905,108985.1642
2906,208467.802
2907,123981.267
2908,130487.6518
2909,137856.7729
2910,85472.94572
2911,98201.46011
2912,147076.7051
2913,107797.7043
2914,91977.15993
2915,91583.40993
2916,102572.0732
2917,154765.2243
2918,115781.1799
2919,225448.5877
